index,word1,word2,answer,labels,text
37,みかん,ボール,縁がない,1,みかん[SEP]ボール[SEP]縁がない
38,みかん,ボール,大きさが似ている,1,みかん[SEP]ボール[SEP]大きさが似ている
39,みかん,ボール,形が似ている,1,みかん[SEP]ボール[SEP]形が似ている
40,みかん,ボール,転がる,1,みかん[SEP]ボール[SEP]転がる
41,みかん,ボール,手で持てる,1,みかん[SEP]ボール[SEP]手で持てる
42,みかん,ボール,真ん中に空白がある,0,みかん[SEP]ボール[SEP]真ん中に空白がある
43,みかん,ボール,硬い,0,みかん[SEP]ボール[SEP]硬い
44,みかん,ボール,2つの要素を合わせる,0,みかん[SEP]ボール[SEP]2つの要素を合わせる
45,みかん,ボール,探求する,0,みかん[SEP]ボール[SEP]探求する
46,みかん,ボール,人々が出逢う建物,0,みかん[SEP]ボール[SEP]人々が出逢う建物
47,太陽,電球,光を放つ,2,太陽[SEP]電球[SEP]光を放つ
48,太陽,電球,光を放出する,2,太陽[SEP]電球[SEP]光を放出する
49,太陽,電球,光を発する,2,太陽[SEP]電球[SEP]光を発する
50,太陽,電球,光をもたらす,2,太陽[SEP]電球[SEP]光をもたらす
51,太陽,電球,照らす,2,太陽[SEP]電球[SEP]照らす
52,太陽,電球,光源,2,太陽[SEP]電球[SEP]光源
53,太陽,電球,明かりとなるところ,2,太陽[SEP]電球[SEP]明かりとなるところ
54,太陽,電球,明るい,1,太陽[SEP]電球[SEP]明るい
55,太陽,電球,明るさを提供する,1,太陽[SEP]電球[SEP]明るさを提供する
56,太陽,電球,明るくできる,1,太陽[SEP]電球[SEP]明るくできる
57,太陽,電球,光り輝いている,1,太陽[SEP]電球[SEP]光り輝いている
58,太陽,電球,輝いている,1,太陽[SEP]電球[SEP]輝いている
59,太陽,電球,眩しい,1,太陽[SEP]電球[SEP]眩しい
60,太陽,電球,熱を持つ,1,太陽[SEP]電球[SEP]熱を持つ
61,太陽,電球,人々が出逢う建物,0,太陽[SEP]電球[SEP]人々が出逢う建物
62,太陽,電球,手繰り寄せる,0,太陽[SEP]電球[SEP]手繰り寄せる
63,太陽,電球,輝かしい,0,太陽[SEP]電球[SEP]輝かしい
64,太陽,電球,永遠だ,0,太陽[SEP]電球[SEP]永遠だ
65,太陽,電球,頭を使って解決できる,0,太陽[SEP]電球[SEP]頭を使って解決できる
66,太陽,電球,溺れることがある,0,太陽[SEP]電球[SEP]溺れることがある
67,太陽,電球,資産ができる,0,太陽[SEP]電球[SEP]資産ができる
68,紙,葉っぱ,平坦なシート,2,紙[SEP]葉っぱ[SEP]平坦なシート
69,紙,葉っぱ,薄いシート,2,紙[SEP]葉っぱ[SEP]薄いシート
70,紙,葉っぱ,植物,2,紙[SEP]葉っぱ[SEP]植物
71,紙,葉っぱ,木製,2,紙[SEP]葉っぱ[SEP]木製
72,紙,葉っぱ,木からできている,2,紙[SEP]葉っぱ[SEP]木からできている
73,紙,葉っぱ,食物繊維でできている,2,紙[SEP]葉っぱ[SEP]食物繊維でできている
74,紙,葉っぱ,セルロースでできている,2,紙[SEP]葉っぱ[SEP]セルロースでできている
75,紙,葉っぱ,引き裂ける,1,紙[SEP]葉っぱ[SEP]引き裂ける
76,紙,葉っぱ,千切れる,1,紙[SEP]葉っぱ[SEP]千切れる
77,紙,葉っぱ,折れ曲がる,1,紙[SEP]葉っぱ[SEP]折れ曲がる
78,紙,葉っぱ,ものを包める,1,紙[SEP]葉っぱ[SEP]ものを包める
79,紙,葉っぱ,軽い,1,紙[SEP]葉っぱ[SEP]軽い
80,紙,葉っぱ,脆い,1,紙[SEP]葉っぱ[SEP]脆い
81,紙,葉っぱ,薄い,1,紙[SEP]葉っぱ[SEP]薄い
82,紙,葉っぱ,平たい,1,紙[SEP]葉っぱ[SEP]平たい
83,紙,葉っぱ,燃えやすい,1,紙[SEP]葉っぱ[SEP]燃えやすい
84,紙,葉っぱ,書き込むことができる,1,紙[SEP]葉っぱ[SEP]書き込むことができる
85,紙,葉っぱ,連絡手段になる,1,紙[SEP]葉っぱ[SEP]連絡手段になる
86,紙,葉っぱ,トーラスに似ている,0,紙[SEP]葉っぱ[SEP]トーラスに似ている
87,紙,葉っぱ,説教する人がいる,0,紙[SEP]葉っぱ[SEP]説教する人がいる
88,紙,葉っぱ,眩しい,0,紙[SEP]葉っぱ[SEP]眩しい
89,紙,葉っぱ,どこかにつながっている,0,紙[SEP]葉っぱ[SEP]どこかにつながっている
90,紙,葉っぱ,引っかかる,0,紙[SEP]葉っぱ[SEP]引っかかる
91,紙,葉っぱ,張り巡らされている,0,紙[SEP]葉っぱ[SEP]張り巡らされている
92,紙,葉っぱ,どちらも羽がある,0,紙[SEP]葉っぱ[SEP]どちらも羽がある
93,紙,葉っぱ,貴重だ,0,紙[SEP]葉っぱ[SEP]貴重だ
94,紙,葉っぱ,依存性がある,0,紙[SEP]葉っぱ[SEP]依存性がある
95,山頂,針,先端が尖っている,2,山頂[SEP]針[SEP]先端が尖っている
96,山頂,針,尖っている,2,山頂[SEP]針[SEP]尖っている
97,山頂,針,先のとがっている,2,山頂[SEP]針[SEP]先のとがっている
98,山頂,針,凸型,2,山頂[SEP]針[SEP]凸型
99,山頂,針,とがり,2,山頂[SEP]針[SEP]とがり
100,山頂,針,鋭い,1,山頂[SEP]針[SEP]鋭い
101,山頂,針,棒状,1,山頂[SEP]針[SEP]棒状
102,山頂,針,突くことができる,1,山頂[SEP]針[SEP]突くことができる
103,山頂,針,先端が細い,1,山頂[SEP]針[SEP]先端が細い
104,山頂,針,頂点がある,1,山頂[SEP]針[SEP]頂点がある
105,山頂,針,建物,0,山頂[SEP]針[SEP]建物
106,山頂,針,飛ぶことができる,0,山頂[SEP]針[SEP]飛ぶことができる
107,山頂,針,飛ぶ,0,山頂[SEP]針[SEP]飛ぶ
108,山頂,針,継続的に通り過ぎる,0,山頂[SEP]針[SEP]継続的に通り過ぎる
109,山頂,針,続く,0,山頂[SEP]針[SEP]続く
110,道,川,交通路,2,道[SEP]川[SEP]交通路
111,道,川,小道,2,道[SEP]川[SEP]小道
112,道,川,移動できる,2,道[SEP]川[SEP]移動できる
113,道,川,進むことができる,2,道[SEP]川[SEP]進むことができる
114,道,川,渡ることができる,2,道[SEP]川[SEP]渡ることができる
115,道,川,ものを運ぶことができる,2,道[SEP]川[SEP]ものを運ぶことができる
116,道,川,交通手段,2,道[SEP]川[SEP]交通手段
117,道,川,動脈,2,道[SEP]川[SEP]動脈
118,道,川,どちらも流れる,1,道[SEP]川[SEP]どちらも流れる
119,道,川,連続する,1,道[SEP]川[SEP]連続する
120,道,川,続いている,1,道[SEP]川[SEP]続いている
121,道,川,長く続く,1,道[SEP]川[SEP]長く続く
122,道,川,長くて細い,1,道[SEP]川[SEP]長くて細い
123,道,川,どこかにつながっている,1,道[SEP]川[SEP]どこかにつながっている
124,道,川,筋になっている,1,道[SEP]川[SEP]筋になっている
125,道,川,真っ直ぐ,1,道[SEP]川[SEP]真っ直ぐ
126,道,川,幅が広い,1,道[SEP]川[SEP]幅が広い
127,道,川,曲がる,1,道[SEP]川[SEP]曲がる
128,道,川,自然にできる,1,道[SEP]川[SEP]自然にできる
129,道,川,山の間の谷にできる,1,道[SEP]川[SEP]山の間の谷にできる
130,道,川,ストレスにつながる,0,道[SEP]川[SEP]ストレスにつながる
131,道,川,2つの要素を一緒にする,0,道[SEP]川[SEP]2つの要素を一緒にする
132,道,川,建てるもの,0,道[SEP]川[SEP]建てるもの
133,道,川,制限する,0,道[SEP]川[SEP]制限する
134,道,川,遺物が収容されている,0,道[SEP]川[SEP]遺物が収容されている
135,道,川,囚われる,0,道[SEP]川[SEP]囚われる
136,道,川,先端が尖っている,0,道[SEP]川[SEP]先端が尖っている
137,道,川,殺す能力がある,0,道[SEP]川[SEP]殺す能力がある
138,道,川,首にかけられる,0,道[SEP]川[SEP]首にかけられる
139,道,川,飛ぶことができる,0,道[SEP]川[SEP]飛ぶことができる
140,愛,薬物,中毒性がある,2,愛[SEP]薬物[SEP]中毒性がある
141,愛,薬物,溺れることがある,2,愛[SEP]薬物[SEP]溺れることがある
142,愛,薬物,依存性がある,2,愛[SEP]薬物[SEP]依存性がある
143,愛,薬物,止められない,2,愛[SEP]薬物[SEP]止められない
144,愛,薬物,夢中になる,2,愛[SEP]薬物[SEP]夢中になる
145,愛,薬物,熱中させる,2,愛[SEP]薬物[SEP]熱中させる
146,愛,薬物,離れられない,2,愛[SEP]薬物[SEP]離れられない
147,愛,薬物,はまる,2,愛[SEP]薬物[SEP]はまる
148,愛,薬物,脳に影響を与える,2,愛[SEP]薬物[SEP]脳に影響を与える
149,愛,薬物,思考に影響を与える,2,愛[SEP]薬物[SEP]思考に影響を与える
150,愛,薬物,行動に影響を与える,2,愛[SEP]薬物[SEP]行動に影響を与える
151,愛,薬物,脳内物質を分泌させる,2,愛[SEP]薬物[SEP]脳内物質を分泌させる
152,愛,薬物,判断力を鈍らせる,2,愛[SEP]薬物[SEP]判断力を鈍らせる
153,愛,薬物,毒性がある,1,愛[SEP]薬物[SEP]毒性がある
154,愛,薬物,麻痺させる,1,愛[SEP]薬物[SEP]麻痺させる
155,愛,薬物,人を変える,1,愛[SEP]薬物[SEP]人を変える
156,愛,薬物,アドレナリンを与える,1,愛[SEP]薬物[SEP]アドレナリンを与える
157,愛,薬物,不合理なことをさせる,1,愛[SEP]薬物[SEP]不合理なことをさせる
158,愛,薬物,快感を与える,1,愛[SEP]薬物[SEP]快感を与える
159,愛,薬物,危険である,1,愛[SEP]薬物[SEP]危険である
160,愛,薬物,気持ちよくする,1,愛[SEP]薬物[SEP]気持ちよくする
161,愛,薬物,魅力がある,1,愛[SEP]薬物[SEP]魅力がある
162,愛,薬物,癒す,1,愛[SEP]薬物[SEP]癒す
163,愛,薬物,盲目になる,1,愛[SEP]薬物[SEP]盲目になる
164,愛,薬物,複数層からなる,0,愛[SEP]薬物[SEP]複数層からなる
165,愛,薬物,深いところにある,0,愛[SEP]薬物[SEP]深いところにある
166,愛,薬物,心の拠り所になる,0,愛[SEP]薬物[SEP]心の拠り所になる
167,愛,薬物,円形,0,愛[SEP]薬物[SEP]円形
168,愛,薬物,柔軟だ,0,愛[SEP]薬物[SEP]柔軟だ
169,愛,薬物,人々が出逢う建物,0,愛[SEP]薬物[SEP]人々が出逢う建物
170,愛,薬物,何かにつけることができる,0,愛[SEP]薬物[SEP]何かにつけることができる
171,愛,薬物,美しい,0,愛[SEP]薬物[SEP]美しい
172,愛,薬物,穏やかだ,0,愛[SEP]薬物[SEP]穏やかだ
173,愛,薬物,巡らされている,0,愛[SEP]薬物[SEP]巡らされている
174,愛,薬物,輝く,0,愛[SEP]薬物[SEP]輝く
175,愛,薬物,どちらも翼がある,0,愛[SEP]薬物[SEP]どちらも翼がある
176,山,障害物,乗り越えなければならない,2,山[SEP]障害物[SEP]乗り越えなければならない
177,山,障害物,超えなければならない,2,山[SEP]障害物[SEP]超えなければならない
178,山,障害物,乗り越えるのが難しい,2,山[SEP]障害物[SEP]乗り越えるのが難しい
179,山,障害物,越えるのが難しい,2,山[SEP]障害物[SEP]越えるのが難しい
180,山,障害物,進歩の障害だ,2,山[SEP]障害物[SEP]進歩の障害だ
181,山,障害物,進歩の障壁だ,2,山[SEP]障害物[SEP]進歩の障壁だ
182,山,障害物,邪魔になる,2,山[SEP]障害物[SEP]邪魔になる
183,山,障害物,行く手を阻む,2,山[SEP]障害物[SEP]行く手を阻む
184,山,障害物,立ちはだかる,2,山[SEP]障害物[SEP]立ちはだかる
185,山,障害物,行き先を塞ぐ,2,山[SEP]障害物[SEP]行き先を塞ぐ
186,山,障害物,苦労する,1,山[SEP]障害物[SEP]苦労する
187,山,障害物,進むのが難しい,1,山[SEP]障害物[SEP]進むのが難しい
188,山,障害物,進むのが険しい,1,山[SEP]障害物[SEP]進むのが険しい
189,山,障害物,進むのが困難,1,山[SEP]障害物[SEP]進むのが困難
190,山,障害物,大きい,1,山[SEP]障害物[SEP]大きい
191,山,障害物,高い,1,山[SEP]障害物[SEP]高い
192,山,障害物,隔てる,1,山[SEP]障害物[SEP]隔てる
193,山,障害物,視界を塞ぐ,1,山[SEP]障害物[SEP]視界を塞ぐ
194,山,障害物,壁,1,山[SEP]障害物[SEP]壁
195,山,障害物,いばらの道,1,山[SEP]障害物[SEP]いばらの道
196,山,障害物,融解する,0,山[SEP]障害物[SEP]融解する
197,山,障害物,尖っている,0,山[SEP]障害物[SEP]尖っている
198,山,障害物,歴史を知る,0,山[SEP]障害物[SEP]歴史を知る
199,山,障害物,根が腐るとおしまい,0,山[SEP]障害物[SEP]根が腐るとおしまい
200,山,障害物,行動に影響を与える,0,山[SEP]障害物[SEP]行動に影響を与える
201,山,障害物,持ち手がある,0,山[SEP]障害物[SEP]持ち手がある
202,山,障害物,走る,0,山[SEP]障害物[SEP]走る
203,山,障害物,凸型,0,山[SEP]障害物[SEP]凸型
204,山,障害物,2つの要素が結びつく,0,山[SEP]障害物[SEP]2つの要素が結びつく
205,山,障害物,遺物が収容されている,0,山[SEP]障害物[SEP]遺物が収容されている
206,輪っか,ネックレス,丸い,2,輪っか[SEP]ネックレス[SEP]丸い
207,輪っか,ネックレス,閉じた輪,2,輪っか[SEP]ネックレス[SEP]閉じた輪
208,輪っか,ネックレス,繋がった輪,2,輪っか[SEP]ネックレス[SEP]繋がった輪
209,輪っか,ネックレス,円形,2,輪っか[SEP]ネックレス[SEP]円形
210,輪っか,ネックレス,リング状,2,輪っか[SEP]ネックレス[SEP]リング状
211,輪っか,ネックレス,囲まれている,2,輪っか[SEP]ネックレス[SEP]囲まれている
212,輪っか,ネックレス,形が似ている,1,輪っか[SEP]ネックレス[SEP]形が似ている
213,輪っか,ネックレス,トーラスに似ている,1,輪っか[SEP]ネックレス[SEP]トーラスに似ている
214,輪っか,ネックレス,終わりがない,1,輪っか[SEP]ネックレス[SEP]終わりがない
215,輪っか,ネックレス,何かの周りを回る,1,輪っか[SEP]ネックレス[SEP]何かの周りを回る
216,輪っか,ネックレス,無限だ,1,輪っか[SEP]ネックレス[SEP]無限だ
217,輪っか,ネックレス,真ん中に空白がある,1,輪っか[SEP]ネックレス[SEP]真ん中に空白がある
218,輪っか,ネックレス,繋がっている,1,輪っか[SEP]ネックレス[SEP]繋がっている
219,輪っか,ネックレス,通すもの,1,輪っか[SEP]ネックレス[SEP]通すもの
220,輪っか,ネックレス,何かにつけることができる,1,輪っか[SEP]ネックレス[SEP]何かにつけることができる
221,輪っか,ネックレス,首にかけられる,1,輪っか[SEP]ネックレス[SEP]首にかけられる
222,輪っか,ネックレス,人間が設計している,0,輪っか[SEP]ネックレス[SEP]人間が設計している
223,輪っか,ネックレス,手で持てる,0,輪っか[SEP]ネックレス[SEP]手で持てる
224,輪っか,ネックレス,魅力がある,0,輪っか[SEP]ネックレス[SEP]魅力がある
225,輪っか,ネックレス,どちらも安らぎを提供するものだ,0,輪っか[SEP]ネックレス[SEP]どちらも安らぎを提供するものだ
226,輪っか,ネックレス,混乱する,0,輪っか[SEP]ネックレス[SEP]混乱する
227,輪っか,ネックレス,入り組んでいる,0,輪っか[SEP]ネックレス[SEP]入り組んでいる
228,輪っか,ネックレス,忘れたい過去がある,0,輪っか[SEP]ネックレス[SEP]忘れたい過去がある
229,輪っか,ネックレス,嫌な場所,0,輪っか[SEP]ネックレス[SEP]嫌な場所
230,なぞなぞ,迷宮,パズル,2,なぞなぞ[SEP]迷宮[SEP]パズル
231,なぞなぞ,迷宮,道筋がわかりにく,2,なぞなぞ[SEP]迷宮[SEP]道筋がわかりにく
232,なぞなぞ,迷宮,答えがわかりにくい,2,なぞなぞ[SEP]迷宮[SEP]答えがわかりにくい
233,なぞなぞ,迷宮,正解にたどりつきづらい,2,なぞなぞ[SEP]迷宮[SEP]正解にたどりつきづらい
234,なぞなぞ,迷宮,頭を使って解決できる,2,なぞなぞ[SEP]迷宮[SEP]頭を使って解決できる
235,なぞなぞ,迷宮,頭を使って答えを出す,2,なぞなぞ[SEP]迷宮[SEP]頭を使って答えを出す
236,なぞなぞ,迷宮,頭を使って答えを探す,2,なぞなぞ[SEP]迷宮[SEP]頭を使って答えを探す
237,なぞなぞ,迷宮,解決できる,2,なぞなぞ[SEP]迷宮[SEP]解決できる
238,なぞなぞ,迷宮,答えを探す,2,なぞなぞ[SEP]迷宮[SEP]答えを探す
239,なぞなぞ,迷宮,答えを出す,2,なぞなぞ[SEP]迷宮[SEP]答えを出す
240,なぞなぞ,迷宮,ハマったら抜け出せない,2,なぞなぞ[SEP]迷宮[SEP]ハマったら抜け出せない
241,なぞなぞ,迷宮,複雑だ,1,なぞなぞ[SEP]迷宮[SEP]複雑だ
242,なぞなぞ,迷宮,難しい,1,なぞなぞ[SEP]迷宮[SEP]難しい
243,なぞなぞ,迷宮,こんがらがっている,1,なぞなぞ[SEP]迷宮[SEP]こんがらがっている
244,なぞなぞ,迷宮,挑戦的だ,1,なぞなぞ[SEP]迷宮[SEP]挑戦的だ
245,なぞなぞ,迷宮,一筋縄ではいかない,1,なぞなぞ[SEP]迷宮[SEP]一筋縄ではいかない
246,なぞなぞ,迷宮,混乱する,1,なぞなぞ[SEP]迷宮[SEP]混乱する
247,なぞなぞ,迷宮,トリッキーだ,1,なぞなぞ[SEP]迷宮[SEP]トリッキーだ
248,なぞなぞ,迷宮,ミステリアスだ,1,なぞなぞ[SEP]迷宮[SEP]ミステリアスだ
249,なぞなぞ,迷宮,悩む,1,なぞなぞ[SEP]迷宮[SEP]悩む
250,なぞなぞ,迷宮,迷う,1,なぞなぞ[SEP]迷宮[SEP]迷う
251,なぞなぞ,迷宮,頭を使う,1,なぞなぞ[SEP]迷宮[SEP]頭を使う
252,なぞなぞ,迷宮,解読する,1,なぞなぞ[SEP]迷宮[SEP]解読する
253,なぞなぞ,迷宮,探求する,1,なぞなぞ[SEP]迷宮[SEP]探求する
254,なぞなぞ,迷宮,進むのが険しい,0,なぞなぞ[SEP]迷宮[SEP]進むのが険しい
255,なぞなぞ,迷宮,奥底にある,0,なぞなぞ[SEP]迷宮[SEP]奥底にある
256,なぞなぞ,迷宮,トーラスに似ている,0,なぞなぞ[SEP]迷宮[SEP]トーラスに似ている
257,なぞなぞ,迷宮,飛ぶことができる,0,なぞなぞ[SEP]迷宮[SEP]飛ぶことができる
258,なぞなぞ,迷宮,苦痛だ,0,なぞなぞ[SEP]迷宮[SEP]苦痛だ
259,なぞなぞ,迷宮,どちらも流れる,0,なぞなぞ[SEP]迷宮[SEP]どちらも流れる
260,なぞなぞ,迷宮,根を張る,0,なぞなぞ[SEP]迷宮[SEP]根を張る
261,なぞなぞ,迷宮,無限だ,0,なぞなぞ[SEP]迷宮[SEP]無限だ
262,なぞなぞ,迷宮,屋台骨を持つ,0,なぞなぞ[SEP]迷宮[SEP]屋台骨を持つ
263,なぞなぞ,迷宮,柔軟だ,0,なぞなぞ[SEP]迷宮[SEP]柔軟だ
264,なぞなぞ,迷宮,平坦なシート,0,なぞなぞ[SEP]迷宮[SEP]平坦なシート
265,なぞなぞ,迷宮,筋になっている,0,なぞなぞ[SEP]迷宮[SEP]筋になっている
266,時間,川,一方向に流れる,2,時間[SEP]川[SEP]一方向に流れる
267,時間,川,常に通り過ぎる,2,時間[SEP]川[SEP]常に通り過ぎる
268,時間,川,継続的に通り過ぎる,2,時間[SEP]川[SEP]継続的に通り過ぎる
269,時間,川,常に向かっていく,2,時間[SEP]川[SEP]常に向かっていく
270,時間,川,常に前進する,2,時間[SEP]川[SEP]常に前進する
271,時間,川,常に流れる,2,時間[SEP]川[SEP]常に流れる
272,時間,川,継続的に前進する,2,時間[SEP]川[SEP]継続的に前進する
273,時間,川,継続的に流れる,2,時間[SEP]川[SEP]継続的に流れる
274,時間,川,動き続ける,2,時間[SEP]川[SEP]動き続ける
275,時間,川,連続する,1,時間[SEP]川[SEP]連続する
276,時間,川,止められない,1,時間[SEP]川[SEP]止められない
277,時間,川,不可抗力,1,時間[SEP]川[SEP]不可抗力
278,時間,川,終わらない,1,時間[SEP]川[SEP]終わらない
279,時間,川,果てしない,1,時間[SEP]川[SEP]果てしない
280,時間,川,永遠だ,1,時間[SEP]川[SEP]永遠だ
281,時間,川,走っている,1,時間[SEP]川[SEP]走っている
282,時間,川,走る,1,時間[SEP]川[SEP]走る
283,時間,川,穏やか,1,時間[SEP]川[SEP]穏やか
284,時間,川,神秘的だ,1,時間[SEP]川[SEP]神秘的だ
285,時間,川,速い,1,時間[SEP]川[SEP]速い
286,時間,川,続く,1,時間[SEP]川[SEP]続く
287,時間,川,脳内物質を分泌させる,0,時間[SEP]川[SEP]脳内物質を分泌させる
288,時間,川,危険である,0,時間[SEP]川[SEP]危険である
289,時間,川,球状,0,時間[SEP]川[SEP]球状
290,時間,川,何かにつけることができる,0,時間[SEP]川[SEP]何かにつけることができる
291,時間,川,輝かしい,0,時間[SEP]川[SEP]輝かしい
292,時間,川,過去のものが収蔵されている,0,時間[SEP]川[SEP]過去のものが収蔵されている
293,時間,川,出てくるところ,0,時間[SEP]川[SEP]出てくるところ
294,時間,川,快感を与える,0,時間[SEP]川[SEP]快感を与える
295,時間,川,武具,0,時間[SEP]川[SEP]武具
296,時間,川,人を傷つける,0,時間[SEP]川[SEP]人を傷つける
297,会社,木,階層構造を持つ,2,会社[SEP]木[SEP]階層構造を持つ
298,会社,木,ボトムアップ構造を持つ,2,会社[SEP]木[SEP]ボトムアップ構造を持つ
299,会社,木,階層的だ,2,会社[SEP]木[SEP]階層的だ
300,会社,木,組織的だ,2,会社[SEP]木[SEP]組織的だ
301,会社,木,分岐している,2,会社[SEP]木[SEP]分岐している
302,会社,木,枝葉がついている,2,会社[SEP]木[SEP]枝葉がついている
303,会社,木,枝状になっている,2,会社[SEP]木[SEP]枝状になっている
304,会社,木,枝分かれしている,2,会社[SEP]木[SEP]枝分かれしている
305,会社,木,どちらも成長する,1,会社[SEP]木[SEP]どちらも成長する
306,会社,木,強い基盤を持つ,1,会社[SEP]木[SEP]強い基盤を持つ
307,会社,木,土台を持つ,1,会社[SEP]木[SEP]土台を持つ
308,会社,木,屋台骨を持つ,1,会社[SEP]木[SEP]屋台骨を持つ
309,会社,木,小さいところから始まる,1,会社[SEP]木[SEP]小さいところから始まる
310,会社,木,登ることができる,1,会社[SEP]木[SEP]登ることができる
311,会社,木,水準を持つ,1,会社[SEP]木[SEP]水準を持つ
312,会社,木,根が腐るとおしまい,1,会社[SEP]木[SEP]根が腐るとおしまい
313,会社,木,根が大事,1,会社[SEP]木[SEP]根が大事
314,会社,木,根を張る,1,会社[SEP]木[SEP]根を張る
315,会社,木,そびえ立つ,1,会社[SEP]木[SEP]そびえ立つ
316,会社,木,立つ,1,会社[SEP]木[SEP]立つ
317,会社,木,そこにある,1,会社[SEP]木[SEP]そこにある
318,会社,木,倒れる,1,会社[SEP]木[SEP]倒れる
319,会社,木,長続きする,1,会社[SEP]木[SEP]長続きする
320,会社,木,なくてはならない,1,会社[SEP]木[SEP]なくてはならない
321,会社,木,場所が固定されている,1,会社[SEP]木[SEP]場所が固定されている
322,会社,木,人が育てる,1,会社[SEP]木[SEP]人が育てる
323,会社,木,人が支える,1,会社[SEP]木[SEP]人が支える
324,会社,木,拠り所,1,会社[SEP]木[SEP]拠り所
325,会社,木,生活を支える,1,会社[SEP]木[SEP]生活を支える
326,会社,木,個体が集まってできる,1,会社[SEP]木[SEP]個体が集まってできる
327,会社,木,伸びる,1,会社[SEP]木[SEP]伸びる
328,会社,木,進むのが難しい,0,会社[SEP]木[SEP]進むのが難しい
329,会社,木,閉鎖的だ,0,会社[SEP]木[SEP]閉鎖的だ
330,会社,木,依存性がある,0,会社[SEP]木[SEP]依存性がある
331,会社,木,開発に時間がかかる,0,会社[SEP]木[SEP]開発に時間がかかる
332,会社,木,美しい,0,会社[SEP]木[SEP]美しい
333,会社,木,常に前進する,0,会社[SEP]木[SEP]常に前進する
334,会社,木,嫌な場所,0,会社[SEP]木[SEP]嫌な場所
335,会社,木,しっかり考えないと完成しない,0,会社[SEP]木[SEP]しっかり考えないと完成しない
336,会社,木,光源,0,会社[SEP]木[SEP]光源
337,会社,木,凸型,0,会社[SEP]木[SEP]凸型
338,会社,木,どちらも羽がある,0,会社[SEP]木[SEP]どちらも羽がある
339,会社,木,遺産が眠る,0,会社[SEP]木[SEP]遺産が眠る
340,会社,木,目がある,0,会社[SEP]木[SEP]目がある
341,会社,木,魅力がある,0,会社[SEP]木[SEP]魅力がある
342,会社,木,輝いている,0,会社[SEP]木[SEP]輝いている
343,酒場,教会,公共の建物,2,酒場[SEP]教会[SEP]公共の建物
